# code,name,lat,lon,apt,type,country code
LZZRD, N/A, 34.454750000000004, -106.56447222222222, N/A, P, US
M, N/A, 45.523920833333335, -73.65433222222222, N/A, NDB, US
M, N/A, 46.10423388888889, -64.79214638888888, N/A, NDB, US
M00, N/A, 44.26756888888889, -69.78171111111111, N/A, AIRPORT, US
M01, N/A, 35.200694444444444, -90.05397222222221, N/A, AIRPORT, US
M02, N/A, 36.127944444444445, -87.42983333333333, N/A, AIRPORT, US
M04, N/A, 35.583365, -89.58722166666668, N/A, AIRPORT, US
M05, N/A, 36.169111111111114, -89.67647222222222, N/A, AIRPORT, US
M06, N/A, 39.54150222222222, -76.06967166666668, N/A, AIRPORT, US
M08, N/A, 35.21513888888889, -89.04325, N/A, AIRPORT, US
M10, N/A, 34.53333333333333, -106.2238888888889, N/A, AIRPORT, US
M11, N/A, 31.90293638888889, -90.36870222222221, N/A, AIRPORT, US
M12, N/A, 36.09561111111111, -89.85947222222221, N/A, AIRPORT, US
M13, N/A, 30.786020555555556, -89.50450694444444, N/A, AIRPORT, US
M14, N/A, 46.47412833333333, -93.9185925, N/A, AIRPORT, US
M15, N/A, 35.59590305555556, -87.87669361111111, N/A, AIRPORT, US
M17, N/A, 37.59610694444444, -93.34769861111111, N/A, AIRPORT, US
M18, N/A, 33.71998113888889, -93.65890372222222, N/A, AIRPORT, US
M19, N/A, 35.63772222222222, -91.1763888888889, N/A, AIRPORT, US
M20, N/A, 37.39977777777778, -86.26125, N/A, AIRPORT, US
M21, N/A, 37.22623055555555, -87.1563861111111, N/A, AIRPORT, US
M22, N/A, 34.445083333333336, -87.7116388888889, N/A, AIRPORT, US
M23, N/A, 32.311056944444445, -89.13491805555556, N/A, AIRPORT, US
M24, N/A, 30.84324388888889, -89.15977333333333, N/A, AIRPORT, US
M25, N/A, 36.76963888888889, -88.58466666666666, N/A, AIRPORT, US
M26, N/A, 46.6207625, -113.20506611111111, N/A, AIRPORT, US
M27, N/A, 34.876000000000005, -94.10888888888888, N/A, AIRPORT, US
M28, N/A, 36.22425, -89.72883333333333, N/A, AIRPORT, US
M29, N/A, 35.38507527777777, -87.96752833333333, N/A, AIRPORT, US
M30, N/A, 37.182944444444445, -88.75066666666667, N/A, AIRPORT, US
M31, N/A, 35.90340694444444, -89.39729444444444, N/A, AIRPORT, US
M32, N/A, 33.346000000000004, -91.31572222222222, N/A, AIRPORT, US
M33, N/A, 36.37683333333334, -86.40875, N/A, AIRPORT, US
M34, N/A, 37.00969444444444, -88.29933333333332, N/A, AIRPORT, US
M35, N/A, 47.17437972222222, -113.48007861111111, N/A, AIRPORT, US
M36, N/A, 34.880273611111114, -91.17644083333333, N/A, AIRPORT, US
M37, N/A, 33.77639166666666, -90.52500833333335, N/A, AIRPORT, US
M38, N/A, 34.916000000000004, -86.6471111111111, N/A, AIRPORT, US
M40, N/A, 33.87375, -88.48966666666666, N/A, AIRPORT, US
M41, N/A, 34.80436111111111, -89.52111111111111, N/A, AIRPORT, US
M42, N/A, 46.724311111111106, -110.41782777777777, N/A, AIRPORT, US
M43, N/A, 31.59530555555556, -89.90644444444445, N/A, AIRPORT, US
M44, N/A, 33.886493055555555, -89.02298055555555, N/A, AIRPORT, US
M45, N/A, 38.73475, -119.76705555555556, N/A, AIRPORT, US
M46, N/A, 45.852833333333336, -106.70927777777779, N/A, AIRPORT, US
M48, N/A, 37.33022222222222, -91.97316666666667, N/A, AIRPORT, US
M49, N/A, 47.143015, -95.52891833333334, N/A, AIRPORT, US
M50, N/A, 45.814825, -119.82050055555557, N/A, AIRPORT, US
M51, N/A, 33.4975425, -88.68133416666667, N/A, AIRPORT, US
M53, N/A, 35.80218, -88.87494944444445, N/A, AIRPORT, US
M54, N/A, 36.190411222222224, -86.31569041666667, N/A, AIRPORT, US
M55, N/A, 33.84671888888889, -88.11547583333333, N/A, AIRPORT, US
M57, N/A, 44.95330555555555, -70.66305555555556, N/A, AIRPORT, US
M59, N/A, 31.317399444444447, -88.93504777777778, N/A, AIRPORT, US
M60, N/A, 35.271905555555556, -91.27033055555556, N/A, AIRPORT, US
M61, N/A, 46.345218611111115, -87.78846805555555, N/A, AIRPORT, US
M62, N/A, 46.20666666666666, -114.15305555555555, N/A, AIRPORT, US
M65, N/A, 35.23160166666667, -90.7615511111111, N/A, AIRPORT, US
M66, N/A, 38.34306666666667, -97.21419472222223, N/A, AIRPORT, US
M69, N/A, 46.369680555555554, -93.81386666666666, N/A, AIRPORT, US
M70, N/A, 36.2455, -90.95522222222222, N/A, AIRPORT, US
M71, N/A, 38.901775, -90.96030555555555, N/A, AIRPORT, US
M72, N/A, 34.54900972222222, -89.0244361111111, N/A, AIRPORT, US
M73, N/A, 34.41247463888889, -91.46529466666667, N/A, AIRPORT, US
M74, N/A, 35.29947222222222, -91.55769444444445, N/A, AIRPORT, US
M75, N/A, 48.36694444444444, -107.91933333333333, N/A, AIRPORT, US
M77, N/A, 33.997194444444446, -93.83808333333333, N/A, AIRPORT, US
M78, N/A, 34.33331583333334, -92.76149944444444, N/A, AIRPORT, US
M79, N/A, 32.48541972222222, -91.77106638888888, N/A, AIRPORT, US
M80, N/A, 32.41630833333333, -91.14885833333334, N/A, AIRPORT, US
M83, N/A, 33.58402777777778, -88.66669444444443, N/A, AIRPORT, US
M85, N/A, 36.443755833333334, -89.90383833333334, N/A, AIRPORT, US
M86, N/A, 42.47086361111111, -86.12725194444445, N/A, AIRPORT, US
M90, N/A, 36.75861111111111, -120.37138888888889, N/A, AIRPORT, US
M91, N/A, 36.53669444444444, -86.92116666666666, N/A, AIRPORT, US
M93, N/A, 36.316721666666666, -87.91669555555555, N/A, AIRPORT, US
M94, N/A, 46.68725111111111, -119.91972611111112, N/A, AIRPORT, US
M95, N/A, 33.70910525, -87.81520891666666, N/A, AIRPORT, US
M97, N/A, 38.215, -83.58761111111112, N/A, AIRPORT, US
MA, N/A, 31.988096111111112, -102.32515166666666, N/A, NDB, US
MA, N/A, 63.62861111111111, -135.89305555555555, N/A, NDB, US
MA10, N/A, 42.378416666666666, -71.08866666666667, N/A, AIRPORT, US
MA12, N/A, 41.669, -70.41752777777778, N/A, AIRPORT, US
MA13, N/A, 42.627873055555554, -70.6378213888889, N/A, AIRPORT, US
MA14, N/A, 42.63926166666667, -70.68032305555556, N/A, AIRPORT, US
MA15, N/A, 42.62842861111111, -70.64338083333334, N/A, AIRPORT, US
MA16, N/A, 42.36342527777778, -71.82173861111112, N/A, AIRPORT, US
MA18, N/A, 42.07910833333334, -73.30718055555555, N/A, AIRPORT, US
MA19, N/A, 42.36759305555555, -71.64173416666667, N/A, AIRPORT, US
MA20, N/A, 42.56620583333333, -70.87754916666667, N/A, AIRPORT, US
MA21, N/A, 42.48120583333333, -71.20755555555556, N/A, AIRPORT, US
MA22, N/A, 42.318153611111114, -71.05088361111112, N/A, AIRPORT, US
MA23, N/A, 41.62733222222222, -70.39974666666666, N/A, AIRPORT, US
MA25, N/A, 41.732054444444444, -70.06112861111112, N/A, AIRPORT, US
MA26, N/A, 42.12037194444444, -72.25619055555555, N/A, AIRPORT, US
MA27, N/A, 42.1003775, -71.08199222222223, N/A, AIRPORT, US
MA29, N/A, 41.67149611111111, -70.5647513888889, N/A, AIRPORT, US
MA30, N/A, 42.100095, -71.96618472222222, N/A, AIRPORT, US
MA31, N/A, 41.70975833333333, -71.14609722222222, N/A, AIRPORT, US
MA32, N/A, 42.26119611111111, -71.76951944444444, N/A, AIRPORT, US
MA33, N/A, 42.64192777777778, -70.82676944444444, N/A, AIRPORT, US
MA34, N/A, 41.925380277777776, -70.80337194444445, N/A, AIRPORT, US
MA35, N/A, 42.835125000000005, -70.93108333333333, N/A, AIRPORT, US
MA36, N/A, 42.6664825, -70.85296666666666, N/A, AIRPORT, US
MA37, N/A, 41.565108333333335, -70.62447416666666, N/A, AIRPORT, US
MA38, N/A, 42.579811388888885, -71.82868500000001, N/A, AIRPORT, US
MA39, N/A, 42.33593055555556, -71.10505277777777, N/A, AIRPORT, US
MA40, N/A, 42.5434225, -71.96841, N/A, AIRPORT, US
MA41, N/A, 42.224355555555555, -71.55968055555556, N/A, AIRPORT, US
MA42, N/A, 42.61009527777777, -70.66004416666667, N/A, AIRPORT, US
MA43, N/A, 42.072315555555555, -72.9001, N/A, AIRPORT, US
MA44, N/A, 41.44177944444444, -70.57030555555556, N/A, AIRPORT, US
MA45, N/A, 42.125101111111114, -70.84309777777777, N/A, AIRPORT, US
MA46, N/A, 42.130652777777776, -71.48422777777778, N/A, AIRPORT, US
MA47, N/A, 42.18259277777778, -72.56147694444445, N/A, AIRPORT, US
MA48, N/A, 42.43065083333333, -71.25255638888889, N/A, AIRPORT, US
MA49, N/A, 42.54125, -70.92759444444444, N/A, AIRPORT, US
MA50, N/A, 42.326204999999995, -71.57617666666667, N/A, AIRPORT, US
MA51, N/A, 41.638158611111116, -71.03893, N/A, AIRPORT, US
MA52, N/A, 42.438426388888885, -71.46617416666668, N/A, AIRPORT, US
MA53, N/A, 42.28203638888889, -72.21480166666666, N/A, AIRPORT, US
MA54, N/A, 42.30009138888889, -72.42619611111111, N/A, AIRPORT, US
MA55, N/A, 41.33484361111111, -70.29946444444444, N/A, AIRPORT, US
MA57, N/A, 42.283429444444444, -71.36617027777777, N/A, AIRPORT, US
MA58, N/A, 42.2865, -71.36066666666666, N/A, AIRPORT, US
MA59, N/A, 42.04510027777778, -71.00921083333334, N/A, AIRPORT, US
MA6, N/A, 42.00982388888889, -70.84309583333334, N/A, AIRPORT, US
MA60, N/A, 41.89399083333333, -70.91504055555556, N/A, AIRPORT, US
MA63, N/A, 42.07399055555556, -70.79809611111111, N/A, AIRPORT, US
MA64, N/A, 42.075379444444444, -70.81531861111111, N/A, AIRPORT, US
MA65, N/A, 41.771769444444445, -70.87309416666666, N/A, AIRPORT, US
MA67, N/A, 42.03453972222222, -72.63203444444444, N/A, AIRPORT, US
MA68, N/A, 42.11676083333334, -72.54119833333334, N/A, AIRPORT, US
MA69, N/A, 42.451484722222226, -71.08699694444445, N/A, AIRPORT, US
MA70, N/A, 42.35092805555555, -71.4297836111111, N/A, AIRPORT, US
MA71, N/A, 42.155097222222224, -71.38616972222222, N/A, AIRPORT, US
MA72, N/A, 41.2975, -70.26041666666667, N/A, AIRPORT, US
MA73, N/A, 42.21815333333334, -71.29727861111111, N/A, AIRPORT, US
MA74, N/A, 42.691478611111116, -71.41811944444444, N/A, AIRPORT, US
MA75, N/A, 42.040930833333334, -71.61617611111112, N/A, AIRPORT, US
MA76, N/A, 42.367596111111105, -71.24811138888889, N/A, AIRPORT, US
MA77, N/A, 42.37508611111111, -73.14760333333332, N/A, AIRPORT, US
MA78, N/A, 41.91788138888889, -70.62781138888889, N/A, AIRPORT, US
MA79, N/A, 42.175925, -72.724815, N/A, AIRPORT, US
MA80, N/A, 42.11981472222222, -72.81426277777777, N/A, AIRPORT, US
MA81, N/A, 42.55508888888889, -71.92563111111112, N/A, AIRPORT, US
MA83, N/A, 42.02759694444444, -71.85034888888889, N/A, AIRPORT, US
MA84, N/A, 42.720913333333336, -73.21344027777778, N/A, AIRPORT, US
MA85, N/A, 42.719524444444446, -73.21344, N/A, AIRPORT, US
MA86, N/A, 42.50564055555556, -73.05982222222222, N/A, AIRPORT, US
MA88, N/A, 42.39008694444444, -72.93093111111112, N/A, AIRPORT, US
MA89, N/A, 42.346111111111114, -72.10388888888889, N/A, AIRPORT, US
MA90, N/A, 42.484814444444446, -71.54395416666667, N/A, AIRPORT, US
MA91, N/A, 42.41842694444444, -71.44728444444443, N/A, AIRPORT, US
MA92, N/A, 42.39787333333334, -71.25783416666667, N/A, AIRPORT, US
MA93, N/A, 42.48120583333333, -71.2095, N/A, AIRPORT, US
MA94, N/A, 42.275370833333334, -71.79868222222223, N/A, AIRPORT, US
MA95, N/A, 42.12648194444444, -72.66953555555556, N/A, AIRPORT, US
MA96, N/A, 42.42787444444444, -70.98449416666666, N/A, AIRPORT, US
MA97, N/A, 42.12509583333333, -71.73979138888889, N/A, AIRPORT, US
MA98, N/A, 42.814527777777776, -70.8908888888889, N/A, AIRPORT, US
MA99, N/A, 41.86121222222222, -71.10782305555556, N/A, AIRPORT, US
MAAAY, N/A, 38.8905, -78.06191666666666, N/A, P, US
MAALS, N/A, 40.32190555555556, -76.26966666666667, N/A, REP-PT, US
MAARS, N/A, 42.08833333333334, -82.48625, N/A, R, US
MAARS, N/A, 42.08833333333334, -82.48623888888889, N/A, REP-PT, US
MAAXY, N/A, 38.22219444444445, -76.7035, N/A, P, US
MABBL, N/A, 21.19476388888889, -157.41945555555554, N/A, REP-PT, US
MABLE, N/A, 40.50207777777778, -74.39711666666668, N/A, REP-PT, US
MABRY, N/A, 37.431174999999996, -121.79544722222222, N/A, REP-PT, US
MACCS, N/A, 42.017744444444446, -83.14035000000001, N/A, REP-PT, US
MACCS, N/A, 42.01775, -83.14036111111112, N/A, R, US
MACES, N/A, 40.003680555555555, -86.72295, N/A, REP-PT, US
MACES, N/A, 40.00369444444444, -86.72294444444445, N/A, R, US
MACET, N/A, 37.97090277777778, -81.8479111111111, N/A, REP-PT, US
MACEY, N/A, 34.33340277777778, -83.68863333333334, N/A, REP-PT, US
MACHO, N/A, 35.25663888888889, -106.41827777777779, N/A, P, US
MACIN, N/A, 40.54093333333333, -89.45941111111111, N/A, REP-PT, US
MACKS, N/A, 39.354225, -108.94638055555556, N/A, REP-PT, US
MACKY, N/A, 38.342908333333334, -87.46315833333334, N/A, REP-PT, US
MACOR, N/A, 22.229916666666664, -67.3213611111111, N/A, P, US
MACUS, N/A, 39.88333333333333, -118.8, N/A, RNAV, US
MAD, N/A, 41.31383638888889, -72.6921925, N/A, VOR/DME, US
MADDI, N/A, 33.669402777777776, -83.41531944444445, N/A, REP-PT, US
MADDN, N/A, 34.72244444444445, -90.44447222222223, N/A, R, US
MADDY, N/A, 42.49503333333333, -89.77934722222223, N/A, REP-PT, US
MADEE, N/A, 48.34491666666667, -122.40133333333334, N/A, P, US
MADES, N/A, 35.94911388888889, -93.63775277777779, N/A, REP-PT, US
MADLY, N/A, 33.71550277777778, -80.19944444444445, N/A, REP-PT, US
MADOL, N/A, 34.95485555555556, -84.61415277777778, N/A, REP-PT, US
MADOW, N/A, 33.62361111111111, -117.99638888888889, N/A, R, US
MADRE, N/A, 26.389388888888888, -97.58249444444444, N/A, REP-PT, US
MADUP, N/A, 41.940625, -95.10010277777778, N/A, REP-PT, US
MAELO, N/A, 18.70583333333333, -65.83094444444444, N/A, P, US
MAF, N/A, 31.942527777777777, -102.20191666666668, N/A, NA, US
MAF, N/A, 32.009345, -102.19038861111112, N/A, VORTAC, US
MAFAN, N/A, 33.06830555555556, -117.42972222222222, N/A, R, US
MAGEN, N/A, 43.13424444444444, -77.18356666666666, N/A, REP-PT, US
MAGET, N/A, 42.296724999999995, -97.41827777777779, N/A, REP-PT, US
MAGGA, N/A, 35.21311666666667, -93.74244444444444, N/A, REP-PT, US
MAGGI, N/A, 21.840530555555553, -156.96560833333334, N/A, REP-PT, US
MAGGO, N/A, 37.982911111111115, -75.73371944444445, N/A, REP-PT, US
MAGIO, N/A, 41.52738333333333, -76.59649444444445, N/A, REP-PT, US
MAGNE, N/A, 40.75072222222222, -112.09180555555555, N/A, P, US
MAGNM, N/A, 59.63922222222222, -136.0956111111111, N/A, WAY-PT, US
MAGOO, N/A, 40.024924999999996, -90.76183333333333, N/A, REP-PT, US
MAGOT, N/A, 44.673624999999994, -123.01249444444444, N/A, REP-PT, US
MAGPY, N/A, 40.85754166666667, -116.20241111111112, N/A, RNAV, US
MAGUS, N/A, 29.042244444444446, -95.98813055555556, N/A, REP-PT, US
MAHAR, N/A, 27.696527777777778, -82.89822222222223, N/A, P, US
MAHEM, N/A, 34.004555555555555, -112.11608333333332, N/A, R, US
MAHEN, N/A, 37.41517777777778, -87.06330833333332, N/A, REP-PT, US
MAI, N/A, 30.786193611111113, -85.12446666666666, N/A, VORTAC, US
MAIER, N/A, 34.446441666666665, -112.23025, N/A, REP-PT, US
MAINE, N/A, 40.893347222222225, -81.68800277777778, N/A, REP-PT, US
MAITI, N/A, 19.22293333333333, -151.87963333333335, N/A, REP-PT, US
MAIZE, N/A, 38.47452777777778, -86.01594166666666, N/A, REP-PT, US
MAJ, N/A, 7.068861111111111, 171.28175000000002, N/A, NDB/DME, US
MAJEK, N/A, 34.38863888888889, -117.5346111111111, N/A, R, US
MAJIC, N/A, 35.81191666666666, -80.43611111111112, N/A, R, US
MAJUR, N/A, 25.330055555555557, -77.86099999999999, N/A, R, US
MAKAN, N/A, 37.62504444444445, -89.150225, N/A, REP-PT, US
MAKEN, N/A, 20.57895, -156.41962777777778, N/A, REP-PT, US
MAKOA, N/A, 21.32513888888889, -158.14149999999998, N/A, R, US
MALAE, N/A, 44.84731666666667, -74.36376666666666, N/A, REP-PT, US
MALAS, N/A, 59.666219444444444, -140.58263888888888, N/A, REP-PT, US
MALAY, N/A, 46.422774999999994, -122.7609138888889, N/A, REP-PT, US
MALET, N/A, 28.69163888888889, -80.86786111111111, N/A, REP-PT, US
MALIA, N/A, 19.93422222222222, -155.94480555555555, N/A, R, US
MALIN, N/A, 36.221561111111114, -83.76227777777778, N/A, REP-PT, US
MALIT, N/A, 32.47558333333333, -119.59119444444444, N/A, R, US
MALLO, N/A, 43.162797222222224, -74.50776666666667, N/A, REP-PT, US
MALLT, N/A, 59.361222222222224, -152.49444444444444, N/A, R, US
MALLT, N/A, 59.36123333333334, -152.49444166666666, N/A, REP-PT, US
MALNR, N/A, 35.44736111111111, -79.42625000000001, N/A, P, US
MALON, N/A, 30.9861, -85.24709722222222, N/A, REP-PT, US
MALTS, N/A, 36.02453888888889, -95.46000833333333, N/A, REP-PT, US
MALTT, N/A, 42.466213888888895, -113.71288055555556, N/A, REP-PT, US
MALVE, N/A, 34.379400000000004, -92.69244166666667, N/A, REP-PT, US
MAM, N/A, 25.770833333333332, -97.52388888888889, N/A, VOR/DME, US
MAMBO, N/A, 28.748380555555556, -81.62167777777778, N/A, REP-PT, US
MAMBO, N/A, 28.74838888888889, -81.62166666666666, N/A, R, US
MAMEE, N/A, 34.48233333333334, -95.24727777777778, N/A, R, US
MAMIE, N/A, 37.84030555555556, -121.06655555555555, N/A, R, US
MANBY, N/A, 33.65072222222222, -117.64330555555556, N/A, R, US
MANCA, N/A, 37.274338888888884, -108.25286388888888, N/A, REP-PT, US
MANGE, N/A, 37.02437222222222, -77.72863333333333, N/A, REP-PT, US
MANIC, N/A, 33.35295277777778, -102.36715833333332, N/A, REP-PT, US
MANIE, N/A, 44.59057777777778, -92.49932777777778, N/A, REP-PT, US
MANKI, N/A, 33.25438888888889, -99.5646111111111, N/A, R, US
MANKL, N/A, 32.72263888888889, -79.64908333333334, N/A, P, US
MANNE, N/A, 39.004, -77.68699166666667, N/A, REP-PT, US
MANNN, N/A, 25.495416666666667, -80.12983333333332, N/A, P, US
MANNY, N/A, 26.609161111111113, -97.39906944444445, N/A, REP-PT, US
MANON, N/A, 36.49744722222222, -96.53177777777778, N/A, REP-PT, US
MANSN, N/A, 43.39490833333333, -122.65811388888889, N/A, REP-PT, US
MANTA, N/A, 39.90194722222222, -73.54211944444444, N/A, REP-PT, US
MANTE, N/A, 44.37787222222222, -122.27531388888889, N/A, REP-PT, US
MANUL, N/A, 36.787866666666666, -107.35540555555555, N/A, REP-PT, US
MANWE, N/A, 35.237405555555554, -78.02155555555555, N/A, REP-PT, US
MAO, N/A, 34.185268611111105, -79.33366055555555, N/A, NDB, US
MAP, N/A, 37.59076527777778, -91.78856972222222, N/A, VORTAC, US
MAP, N/A, 37.59077777777778, -91.78858333333334, N/A, NW, US
MAPEE, N/A, 33.358694444444446, -85.79227777777777, N/A, P, US
MAPEL, N/A, 39.50683055555555, -77.5967611111111, N/A, REP-PT, US
MAPER, N/A, 42.028825, -86.73556388888889, N/A, REP-PT, US
MAPPS, N/A, 41.18165, -86.94239722222223, N/A, REP-PT, US
MAPUL, N/A, 26.49902777777778, -81.81216666666667, N/A, P, US
MARBB, N/A, 42.53352777777778, -70.76591666666667, N/A, P, US
MARBI, N/A, 36.12820833333333, -93.43255555555557, N/A, REP-PT, US
MARBI, N/A, 36.12822222222222, -93.43255555555557, N/A, R, US
MARBL, N/A, 35.15148611111111, -84.17692222222223, N/A, REP-PT, US
MARCI, N/A, 25.891066666666667, -81.78399166666667, N/A, REP-PT, US
MARCS, N/A, 29.897777777777776, -97.86130555555555, N/A, R, US
MARCS, N/A, 29.89778888888889, -97.86130555555555, N/A, REP-PT, US
MARDY, N/A, 33.83208333333334, -97.85438888888888, N/A, R, US
MAREO, N/A, 39.88280555555556, -85.24825, N/A, R, US
MARGE, N/A, 42.195724999999996, -74.68407222222223, N/A, COORDN-FIX, US
MARGN, N/A, 42.94977222222222, -82.64698333333334, N/A, REP-PT, US
MARIA, N/A, 42.8341, -74.21680555555555, N/A, REP-PT, US
MARIC, N/A, 35.237630555555555, -119.26969444444444, N/A, REP-PT, US
MARIT, N/A, 30.209133333333334, -95.959325, N/A, REP-PT, US
MARKE, N/A, 37.05589722222222, -108.06468888888888, N/A, REP-PT, US
MARKI, N/A, 34.22542777777778, -93.39492777777778, N/A, REP-PT, US
MARLI, N/A, 46.366369444444445, -119.55388611111111, N/A, REP-PT, US
MARNN, N/A, 39.25886111111111, -112.08622222222222, N/A, P, US
MARNR, N/A, 48.03886111111111, -122.84991666666666, N/A, P, US
MAROC, N/A, 40.73701111111111, -89.3746361111111, N/A, REP-PT, US
MARRC, N/A, 40.91888888888889, -76.23172222222222, N/A, R, US
MARRG, N/A, 45.967536111111116, -112.52706666666667, N/A, REP-PT, US
MARRI, N/A, 38.76311388888889, -119.70008611111112, N/A, REP-PT, US
MARRK, N/A, 46.46188055555556, -119.96645000000001, N/A, REP-PT, US
MARRO, N/A, 47.026983333333334, -104.68879166666667, N/A, REP-PT, US
MARRS, N/A, 33.29275833333333, -90.80456944444444, N/A, REP-PT, US
MARRT, N/A, 40.606944444444444, -74.62027777777777, N/A, P, US
MARSA, N/A, 29.819369444444444, -93.76831388888888, N/A, REP-PT, US
MARSI, N/A, 61.40204722222222, -162.33458611111112, N/A, REP-PT, US
MARSN, N/A, 32.999833333333335, -97.24, N/A, P, US
MARSS, N/A, 42.46358888888889, -100.60425555555555, N/A, REP-PT, US
MARST, N/A, 32.43038611111111, -86.04268333333333, N/A, REP-PT, US
MARTA, N/A, 31.793008333333336, -93.52441944444445, N/A, REP-PT, US
MARTN, N/A, 42.58105555555556, -73.27047222222222, N/A, R, US
MARTT, N/A, 40.365497222222224, -77.38345833333334, N/A, REP-PT, US
MARTZ, N/A, 39.420291666666664, -83.66873055555556, N/A, REP-PT, US
MARUE, N/A, 35.256388888888885, -114.88194444444444, N/A, P, US
MARVI, N/A, 28.639388888888888, -82.25647222222223, N/A, R, US
